date,region,produit,division_code,categorie,unite,prix_moyen
01/07/2019,Kolda ,Farine de blé,D01,Alimentaire,kg,"409,1"
01/08/2019,kolda,Farine de blé,D01,Alimentaire,kg,421.3
Septembre 2019,Kolda ,Farine de blé,D01,Alimentaire,kg,404.8
01/10/2019,Kolda ,Farine de blé,D01,Alimentaire,kg,408.3
Novembre 2019,Kolda ,Farine de blé,D01,Alimentaire,kg,391.8
Décembre 2019,kolda,Farine de blé,D01,Alimentaire,kg,383.8
2020-01-01,KOLDA,Farine de blé,D01,Alimentaire,kg,379.7
2020-02-01,kolda,Farine de blé,D01,Alimentaire,kg,398.0
01/03/2020,Kolda ,Farine de blé,D01,Alimentaire,kg,394.5
Avril 2020,kolda,Farine de blé,D01,Alimentaire,kg,428.3
01/05/2020,KOLDA,Farine de blé,D01,Alimentaire,kg,"432,4"
2020-06-01,kolda,Farine de blé,D01,Alimentaire,kg,429.1
01/07/2020,KOLDA,Farine de blé,D01,Alimentaire,kg,444.1
Août 2020,Kolda ,Farine de blé,D01,Alimentaire,kg,450.6
2020-09-01,Kolda ,Farine de blé,D01,Alimentaire,kg,419.4
01/10/2020,kolda,Farine de blé,D01,Alimentaire,kg,414.3
01/11/2020,KOLDA,Farine de blé,D01,Alimentaire,kg,396.3
01/12/2020,KOLDA,Farine de blé,D01,Alimentaire,kg,394.3
2021-01-01,KOLDA,Farine de blé,D01,Alimentaire,kg,385.1
Février 2021,kolda,Farine de blé,D01,Alimentaire,kg,403.7
Mars 2021,KOLDA,Farine de blé,D01,Alimentaire,kg,415.1
01/04/2021,Kolda ,Farine de blé,D01,Alimentaire,kg,443.1
01/05/2021,Kolda ,Farine de blé,D01,Alimentaire,kg,423.7
01/06/2021,kolda,Farine de blé,D01,Alimentaire,kg,444.8
2021-07-01,Kolda ,Farine de blé,D01,Alimentaire,kg,459.6
2021-08-01,kolda,Farine de blé,D01,Alimentaire,kg,441.0
Septembre 2021,KOLDA,Farine de blé,D01,Alimentaire,kg,432.3
2021-10-01,Kolda ,Farine de blé,D01,Alimentaire,kg,415.9
Novembre 2021,kolda,Farine de blé,D01,Alimentaire,kg,"405,7"
01/12/2021,Kolda ,Farine de blé,D01,Alimentaire,kg,"393,1"
01/01/2022,Kolda ,Farine de blé,D01,Alimentaire,kg,413.8
2022-02-01,Kolda ,Farine de blé,D01,Alimentaire,kg,423.0
Mars 2022,kolda,Farine de blé,D01,Alimentaire,kg,449.8
01/04/2022,kolda,Farine de blé,D01,Alimentaire,kg,461.1
Mai 2022,KOLDA,Farine de blé,D01,Alimentaire,kg,482.5
Juin 2022,KOLDA,Farine de blé,D01,Alimentaire,kg,"496,1"
2022-07-01,KOLDA,Farine de blé,D01,Alimentaire,kg,505.8
Août 2022,KOLDA,Farine de blé,D01,Alimentaire,kg,499.9
01/09/2022,kolda,Farine de blé,D01,Alimentaire,kg,488.5
2022-10-01,Kolda ,Farine de blé,D01,Alimentaire,kg,491.6
01/11/2022,KOLDA,Farine de blé,D01,Alimentaire,kg,493.7
01/12/2022,kolda,Farine de blé,D01,Alimentaire,kg,
01/01/2023,Kolda ,Farine de blé,D01,Alimentaire,kg,461.9
2023-02-01,kolda,Farine de blé,D01,Alimentaire,kg,476.0
Mars 2023,KOLDA,Farine de blé,D01,Alimentaire,kg,"471,6"
2023-04-01,kolda,Farine de blé,D01,Alimentaire,kg,"507,2"
01/05/2023,Kolda ,Farine de blé,D01,Alimentaire,kg,520.2
Juin 2023,Kolda ,Farine de blé,D01,Alimentaire,kg,524.9
2023-07-01,Kolda ,Farine de blé,D01,Alimentaire,kg,
01/08/2023,kolda,Farine de blé,D01,Alimentaire,kg,527.3
01/09/2023,kolda,Farine de blé,D01,Alimentaire,kg,533.3
Octobre 2023,Kolda ,Farine de blé,D01,Alimentaire,kg,523.6
Novembre 2023,Kolda ,Farine de blé,D01,Alimentaire,kg,"493,5"
Décembre 2023,KOLDA,Farine de blé,D01,Alimentaire,kg,479.9
01/01/2024,KOLDA,Farine de blé,D01,Alimentaire,kg,475.9
01/02/2024,kolda,Farine de blé,D01,Alimentaire,kg,496.2
2024-03-01,KOLDA,Farine de blé,D01,Alimentaire,kg,502.4
Avril 2024,kolda,Farine de blé,D01,Alimentaire,kg,516.8
2024-05-01,kolda,Farine de blé,D01,Alimentaire,kg,535.2
01/06/2024,Kolda ,Farine de blé,D01,Alimentaire,kg,531.7
Juillet 2024,Kolda ,Farine de blé,D01,Alimentaire,kg,554.3
Août 2024,KOLDA,Farine de blé,D01,Alimentaire,kg,534.1
2024-09-01,Kolda ,Farine de blé,D01,Alimentaire,kg,516.0
Octobre 2024,Kolda ,Farine de blé,D01,Alimentaire,kg,"512,2"
01/11/2024,kolda,Farine de blé,D01,Alimentaire,kg,
01/12/2024,KOLDA,Farine de blé,D01,Alimentaire,kg,484.1
2025-01-01,Kolda ,Farine de blé,D01,Alimentaire,kg,495.7
Février 2025,KOLDA,Farine de blé,D01,Alimentaire,kg,489.2
01/03/2025,KOLDA,Farine de blé,D01,Alimentaire,kg,"501,7"
2025-04-01,kolda,Farine de blé,D01,Alimentaire,kg,532.9
2025-05-01,KOLDA,Farine de blé,D01,Alimentaire,kg,531.7
Juin 2025,kolda,Farine de blé,D01,Alimentaire,kg,560.4
2025-07-01,KOLDA,Farine de blé,D01,Alimentaire,kg,557.8
01/08/2025,KOLDA,Farine de blé,D01,Alimentaire,kg,"539,8"
Septembre 2025,Kolda ,Farine de blé,D01,Alimentaire,kg,540.3
Octobre 2025,KOLDA,Farine de blé,D01,Alimentaire,kg,525.2
2025-11-01,kolda,Farine de blé,D01,Alimentaire,kg,525.8
2025-12-01,Kolda ,Farine de blé,D01,Alimentaire,kg,523.6
2026-01-01,kolda,Farine de blé,D01,Alimentaire,kg,"485,2"
Février 2026,KOLDA,Farine de blé,D01,Alimentaire,kg,505.7
01/03/2026,Kolda ,Farine de blé,D01,Alimentaire,kg,518.3
Avril 2026,Kolda ,Farine de blé,D01,Alimentaire,kg,"533,7"
2026-05-01,KOLDA,Farine de blé,D01,Alimentaire,kg,"545,9"
Janvier 2018,Dakar ,Lait en poudre,D01,Alimentaire,kg,2808.3
2018-02-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,2902.3
2018-03-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,2918.1
01/04/2018,DAKAR,Lait en poudre,D01,Alimentaire,kg,2945.2
01/05/2018,DAKAR,Lait en poudre,D01,Alimentaire,kg,3120.7
01/06/2018,DAKAR,Lait en poudre,D01,Alimentaire,kg,3102.2
2018-07-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3087.1
01/08/2018,dakar,Lait en poudre,D01,Alimentaire,kg,3157.3
01/09/2018,dakar,Lait en poudre,D01,Alimentaire,kg,2911.3
Octobre 2018,DAKAR,Lait en poudre,D01,Alimentaire,kg,"3033,4"
Novembre 2018,DAKAR,Lait en poudre,D01,Alimentaire,kg,2848.8
01/12/2018,Dakar ,Lait en poudre,D01,Alimentaire,kg,"2875,3"
Janvier 2019,Dakar ,Lait en poudre,D01,Alimentaire,kg,2851.0
01/02/2019,Dakar ,Lait en poudre,D01,Alimentaire,kg,2858.8
01/03/2019,DAKAR,Lait en poudre,D01,Alimentaire,kg,"3044,9"
Avril 2019,Dakar ,Lait en poudre,D01,Alimentaire,kg,3146.5
01/05/2019,dakar,Lait en poudre,D01,Alimentaire,kg,3081.9
01/06/2019,DAKAR,Lait en poudre,D01,Alimentaire,kg,3156.4
01/07/2019,DAKAR,Lait en poudre,D01,Alimentaire,kg,3146.0
Août 2019,dakar,Lait en poudre,D01,Alimentaire,kg,"3222,9"
Septembre 2019,dakar,Lait en poudre,D01,Alimentaire,kg,2931.7
01/10/2019,DAKAR,Lait en poudre,D01,Alimentaire,kg,3018.0
2019-11-01,dakar,Lait en poudre,D01,Alimentaire,kg,2893.1
01/12/2019,DAKAR,Lait en poudre,D01,Alimentaire,kg,2761.5
01/01/2020,Dakar ,Lait en poudre,D01,Alimentaire,kg,2919.4
Février 2020,dakar,Lait en poudre,D01,Alimentaire,kg,"3088,7"
Mars 2020,dakar,Lait en poudre,D01,Alimentaire,kg,3004.2
2020-04-01,dakar,Lait en poudre,D01,Alimentaire,kg,"3172,4"
Mai 2020,Dakar ,Lait en poudre,D01,Alimentaire,kg,"3273,5"
Juin 2020,Dakar ,Lait en poudre,D01,Alimentaire,kg,3247.7
Juillet 2020,dakar,Lait en poudre,D01,Alimentaire,kg,3265.9
01/08/2020,Dakar ,Lait en poudre,D01,Alimentaire,kg,3115.9
2020-09-01,dakar,Lait en poudre,D01,Alimentaire,kg,3122.2
01/10/2020,DAKAR,Lait en poudre,D01,Alimentaire,kg,3152.8
Novembre 2020,dakar,Lait en poudre,D01,Alimentaire,kg,3035.7
01/12/2020,Dakar ,Lait en poudre,D01,Alimentaire,kg,"3012,1"
Janvier 2021,Dakar ,Lait en poudre,D01,Alimentaire,kg,3019.7
2021-02-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,3184.9
Mars 2021,Dakar ,Lait en poudre,D01,Alimentaire,kg,3092.0
2021-04-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3303.0
Mai 2021,DAKAR,Lait en poudre,D01,Alimentaire,kg,3285.4
Juin 2021,dakar,Lait en poudre,D01,Alimentaire,kg,3443.0
Juillet 2021,Dakar ,Lait en poudre,D01,Alimentaire,kg,3258.8
01/08/2021,DAKAR,Lait en poudre,D01,Alimentaire,kg,3327.9
01/09/2021,Dakar ,Lait en poudre,D01,Alimentaire,kg,3236.4
Octobre 2021,dakar,Lait en poudre,D01,Alimentaire,kg,"3204,8"
2021-11-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,"3212,7"
2021-12-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,3122.9
2022-01-01,dakar,Lait en poudre,D01,Alimentaire,kg,3256.5
2022-02-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3217.2
01/03/2022,Dakar ,Lait en poudre,D01,Alimentaire,kg,3319.0
01/04/2022,DAKAR,Lait en poudre,D01,Alimentaire,kg,3506.1
01/05/2022,Dakar ,Lait en poudre,D01,Alimentaire,kg,3629.1
2022-06-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,"3713,9"
01/07/2022,DAKAR,Lait en poudre,D01,Alimentaire,kg,37018.0
01/08/2022,DAKAR,Lait en poudre,D01,Alimentaire,kg,3870.9
2022-09-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,3725.8
Octobre 2022,Dakar ,Lait en poudre,D01,Alimentaire,kg,3814.9
Novembre 2022,dakar,Lait en poudre,D01,Alimentaire,kg,3668.0
Décembre 2022,DAKAR,Lait en poudre,D01,Alimentaire,kg,3600.1
2023-01-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3586.9
01/02/2023,Dakar ,Lait en poudre,D01,Alimentaire,kg,3546.6
Mars 2023,Dakar ,Lait en poudre,D01,Alimentaire,kg,3724.9
01/04/2023,Dakar ,Lait en poudre,D01,Alimentaire,kg,3952.1
2023-05-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,"3929,3"
01/06/2023,DAKAR,Lait en poudre,D01,Alimentaire,kg,4054.5
2023-07-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,4057.5
01/08/2023,DAKAR,Lait en poudre,D01,Alimentaire,kg,4002.5
01/09/2023,dakar,Lait en poudre,D01,Alimentaire,kg,"3946,8"
Octobre 2023,dakar,Lait en poudre,D01,Alimentaire,kg,3914.6
Novembre 2023,dakar,Lait en poudre,D01,Alimentaire,kg,3872.8
01/12/2023,Dakar ,Lait en poudre,D01,Alimentaire,kg,3584.2
01/01/2024,Dakar ,Lait en poudre,D01,Alimentaire,kg,3663.8
2024-02-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3676.3
Mars 2024,dakar,Lait en poudre,D01,Alimentaire,kg,3737.4
2024-04-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,3959.4
Mai 2024,dakar,Lait en poudre,D01,Alimentaire,kg,3889.5
Juin 2024,Dakar ,Lait en poudre,D01,Alimentaire,kg,3894.5
Juillet 2024,Dakar ,Lait en poudre,D01,Alimentaire,kg,4087.0
Août 2024,Dakar ,Lait en poudre,D01,Alimentaire,kg,3882.7
2024-09-01,dakar,Lait en poudre,D01,Alimentaire,kg,3795.2
Octobre 2024,Dakar ,Lait en poudre,D01,Alimentaire,kg,3959.7
01/11/2024,dakar,Lait en poudre,D01,Alimentaire,kg,3848.0
01/12/2024,DAKAR,Lait en poudre,D01,Alimentaire,kg,3743.7
Janvier 2025,Dakar ,Lait en poudre,D01,Alimentaire,kg,
01/02/2025,DAKAR,Lait en poudre,D01,Alimentaire,kg,3640.0
01/03/2025,dakar,Lait en poudre,D01,Alimentaire,kg,3740.5
2025-04-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,"3913,6"
2025-05-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,3932.1
Juin 2025,Dakar ,Lait en poudre,D01,Alimentaire,kg,
01/07/2025,Dakar ,Lait en poudre,D01,Alimentaire,kg,"4091,6"
2025-08-01,dakar,Lait en poudre,D01,Alimentaire,kg,"4125,6"
Septembre 2025,Dakar ,Lait en poudre,D01,Alimentaire,kg,4080.8
Octobre 2025,Dakar ,Lait en poudre,D01,Alimentaire,kg,4044.0
2025-11-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,4000.7
2025-12-01,DAKAR,Lait en poudre,D01,Alimentaire,kg,3806.5
2026-01-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3721.3
2026-02-01,Dakar ,Lait en poudre,D01,Alimentaire,kg,3798.8
Mars 2026,DAKAR,Lait en poudre,D01,Alimentaire,kg,3706.2
2026-04-01,dakar,Lait en poudre,D01,Alimentaire,kg,4043.1
Mai 2026,Dakar ,Lait en poudre,D01,Alimentaire,kg,4095.7
01/01/2018,Thiès ,Lait en poudre,D01,Alimentaire,kg,2726.0
2018-02-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,2649.8
Mars 2018,Thiès ,Lait en poudre,D01,Alimentaire,kg,2751.4
2018-04-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,2767.9
Mai 2018,thiès,Lait en poudre,D01,Alimentaire,kg,2928.5
2018-06-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,"2838,8"
01/07/2018,THIÈS,Lait en poudre,D01,Alimentaire,kg,2871.3
2018-08-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,"2931,8"
01/09/2018,Thiès ,Lait en poudre,D01,Alimentaire,kg,2815.3
Octobre 2018,thiès,Lait en poudre,D01,Alimentaire,kg,2738.8
Novembre 2018,Thiès ,Lait en poudre,D01,Alimentaire,kg,2785.3
2018-12-01,thiès,Lait en poudre,D01,Alimentaire,kg,2752.3
2019-01-01,thiès,Lait en poudre,D01,Alimentaire,kg,2760.9
2019-02-01,thiès,Lait en poudre,D01,Alimentaire,kg,2794.4
Mars 2019,Thiès ,Lait en poudre,D01,Alimentaire,kg,2786.0
01/04/2019,THIÈS,Lait en poudre,D01,Alimentaire,kg,2850.4
Mai 2019,THIÈS,Lait en poudre,D01,Alimentaire,kg,2882.5
01/06/2019,Thiès ,Lait en poudre,D01,Alimentaire,kg,2967.8
01/07/2019,thiès,Lait en poudre,D01,Alimentaire,kg,2933.2
2019-08-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,2913.3
2019-09-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,2922.4
Octobre 2019,THIÈS,Lait en poudre,D01,Alimentaire,kg,2892.8
2019-11-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,"2791,7"
01/12/2019,THIÈS,Lait en poudre,D01,Alimentaire,kg,2832.1
01/01/2020,Thiès ,Lait en poudre,D01,Alimentaire,kg,2735.0
01/02/2020,THIÈS,Lait en poudre,D01,Alimentaire,kg,2706.7
Mars 2020,Thiès ,Lait en poudre,D01,Alimentaire,kg,2912.9
Avril 2020,Thiès ,Lait en poudre,D01,Alimentaire,kg,2900.7
01/05/2020,thiès,Lait en poudre,D01,Alimentaire,kg,2999.4
Juin 2020,THIÈS,Lait en poudre,D01,Alimentaire,kg,2956.1
01/07/2020,THIÈS,Lait en poudre,D01,Alimentaire,kg,3018.4
2020-08-01,thiès,Lait en poudre,D01,Alimentaire,kg,2952.5
01/09/2020,Thiès ,Lait en poudre,D01,Alimentaire,kg,2962.4
Octobre 2020,Thiès ,Lait en poudre,D01,Alimentaire,kg,2898.3
Novembre 2020,thiès,Lait en poudre,D01,Alimentaire,kg,2865.6
01/12/2020,THIÈS,Lait en poudre,D01,Alimentaire,kg,2890.9
2021-01-01,thiès,Lait en poudre,D01,Alimentaire,kg,2879.6
Février 2021,Thiès ,Lait en poudre,D01,Alimentaire,kg,2785.0
2021-03-01,thiès,Lait en poudre,D01,Alimentaire,kg,2978.1
Avril 2021,Thiès ,Lait en poudre,D01,Alimentaire,kg,3025.9
Mai 2021,THIÈS,Lait en poudre,D01,Alimentaire,kg,
Juin 2021,thiès,Lait en poudre,D01,Alimentaire,kg,"3140,3"
2021-07-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,
01/08/2021,thiès,Lait en poudre,D01,Alimentaire,kg,3084.7
2021-09-01,thiès,Lait en poudre,D01,Alimentaire,kg,3066.2
2021-10-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,"3086,4"
01/11/2021,Thiès ,Lait en poudre,D01,Alimentaire,kg,2916.9
Décembre 2021,Thiès ,Lait en poudre,D01,Alimentaire,kg,"2863,7"
2022-01-01,thiès,Lait en poudre,D01,Alimentaire,kg,
2022-02-01,thiès,Lait en poudre,D01,Alimentaire,kg,3006.8
Mars 2022,THIÈS,Lait en poudre,D01,Alimentaire,kg,3073.8
Avril 2022,THIÈS,Lait en poudre,D01,Alimentaire,kg,"3283,8"
Mai 2022,thiès,Lait en poudre,D01,Alimentaire,kg,3525.6
Juin 2022,thiès,Lait en poudre,D01,Alimentaire,kg,"3514,0"
Juillet 2022,Thiès ,Lait en poudre,D01,Alimentaire,kg,3573.3
Août 2022,Thiès ,Lait en poudre,D01,Alimentaire,kg,3414.4
Septembre 2022,THIÈS,Lait en poudre,D01,Alimentaire,kg,3571.6
Octobre 2022,THIÈS,Lait en poudre,D01,Alimentaire,kg,3505.7
2022-11-01,thiès,Lait en poudre,D01,Alimentaire,kg,"3413,5"
01/12/2022,thiès,Lait en poudre,D01,Alimentaire,kg,3364.9
01/01/2023,Thiès ,Lait en poudre,D01,Alimentaire,kg,"3357,9"
01/02/2023,THIÈS,Lait en poudre,D01,Alimentaire,kg,3329.8
Mars 2023,thiès,Lait en poudre,D01,Alimentaire,kg,3511.6
2023-04-01,thiès,Lait en poudre,D01,Alimentaire,kg,3675.9
2023-05-01,thiès,Lait en poudre,D01,Alimentaire,kg,3671.5
01/06/2023,THIÈS,Lait en poudre,D01,Alimentaire,kg,"3692,1"
Juillet 2023,Thiès ,Lait en poudre,D01,Alimentaire,kg,3762.1
Août 2023,thiès,Lait en poudre,D01,Alimentaire,kg,3817.0
2023-09-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,3618.6
01/10/2023,thiès,Lait en poudre,D01,Alimentaire,kg,3695.3
01/11/2023,THIÈS,Lait en poudre,D01,Alimentaire,kg,3549.9
01/12/2023,thiès,Lait en poudre,D01,Alimentaire,kg,3492.1
Janvier 2024,THIÈS,Lait en poudre,D01,Alimentaire,kg,"3400,6"
01/02/2024,THIÈS,Lait en poudre,D01,Alimentaire,kg,3441.5
Mars 2024,Thiès ,Lait en poudre,D01,Alimentaire,kg,3662.0
Avril 2024,thiès,Lait en poudre,D01,Alimentaire,kg,"3538,3"
01/05/2024,Thiès ,Lait en poudre,D01,Alimentaire,kg,3760.1
01/06/2024,thiès,Lait en poudre,D01,Alimentaire,kg,3910.4
01/07/2024,Thiès ,Lait en poudre,D01,Alimentaire,kg,3847.3
Août 2024,THIÈS,Lait en poudre,D01,Alimentaire,kg,"3669,6"
2024-09-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,3628.5
Octobre 2024,thiès,Lait en poudre,D01,Alimentaire,kg,"3613,7"
01/11/2024,Thiès ,Lait en poudre,D01,Alimentaire,kg,3630.1
2024-12-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,3514.6
Janvier 2025,THIÈS,Lait en poudre,D01,Alimentaire,kg,3392.4
2025-02-01,thiès,Lait en poudre,D01,Alimentaire,kg,3470.1
01/03/2025,THIÈS,Lait en poudre,D01,Alimentaire,kg,3555.8
Avril 2025,THIÈS,Lait en poudre,D01,Alimentaire,kg,3698.9
Mai 2025,Thiès ,Lait en poudre,D01,Alimentaire,kg,3957.4
Juin 2025,Thiès ,Lait en poudre,D01,Alimentaire,kg,3800.0
2025-07-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,3819.9
Août 2025,thiès,Lait en poudre,D01,Alimentaire,kg,3789.8
01/09/2025,thiès,Lait en poudre,D01,Alimentaire,kg,3886.7
2025-10-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,3782.7
Novembre 2025,thiès,Lait en poudre,D01,Alimentaire,kg,3669.9
2025-12-01,Thiès ,Lait en poudre,D01,Alimentaire,kg,"3589,7"
2026-01-01,thiès,Lait en poudre,D01,Alimentaire,kg,3442.4
2026-02-01,THIÈS,Lait en poudre,D01,Alimentaire,kg,"3588,1"
01/03/2026,thiès,Lait en poudre,D01,Alimentaire,kg,3872.2
Avril 2026,Thiès ,Lait en poudre,D01,Alimentaire,kg,3807.1
01/05/2026,thiès,Lait en poudre,D01,Alimentaire,kg,3845.1
Janvier 2018,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2619.8
Février 2018,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,"2607,0"
Mars 2018,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2767.4
2018-04-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2825.1
2018-05-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2815.7
2018-06-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2946.9
01/07/2018,saint-louis,Lait en poudre,D01,Alimentaire,kg,"2883,0"
Août 2018,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2901.6
2018-09-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,"2825,1"
01/10/2018,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2739.1
2018-11-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2643.2
01/12/2018,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2652.9
Janvier 2019,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2725.9
01/02/2019,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2679.0
2019-03-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2781.3
01/04/2019,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2758.1
Mai 2019,saint-louis,Lait en poudre,D01,Alimentaire,kg,2921.4
Juin 2019,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2931.7
01/07/2019,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,"2849,8"
Août 2019,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2881.7
01/09/2019,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2897.5
Octobre 2019,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,"2713,4"
Novembre 2019,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2669.6
Décembre 2019,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2689.2
Janvier 2020,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2849.2
01/02/2020,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,"2730,6"
Mars 2020,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2856.8
01/04/2020,saint-louis,Lait en poudre,D01,Alimentaire,kg,2917.1
01/05/2020,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2935.7
01/06/2020,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,3028.4
2020-07-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3000.4
Août 2020,saint-louis,Lait en poudre,D01,Alimentaire,kg,2976.9
01/09/2020,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,2845.7
01/10/2020,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2876.1
Novembre 2020,saint-louis,Lait en poudre,D01,Alimentaire,kg,2868.2
2020-12-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2781.8
2021-01-01,saint-louis,Lait en poudre,D01,Alimentaire,kg,2859.6
Février 2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,2868.2
01/03/2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,"2894,7"
01/04/2021,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,2936.5
01/05/2021,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3015.2
Juin 2021,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3003.5
01/07/2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,3087.7
01/08/2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,"3090,0"
2021-09-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,
01/10/2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,3001.2
01/11/2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,2863.7
Décembre 2021,saint-louis,Lait en poudre,D01,Alimentaire,kg,2797.2
Janvier 2022,saint-louis,Lait en poudre,D01,Alimentaire,kg,2941.8
Février 2022,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,"3079,4"
01/03/2022,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,
2022-04-01,saint-louis,Lait en poudre,D01,Alimentaire,kg,3292.2
2022-05-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3362.7
01/06/2022,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3513.6
Juillet 2022,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3395.1
Août 2022,saint-louis,Lait en poudre,D01,Alimentaire,kg,3625.5
Septembre 2022,saint-louis,Lait en poudre,D01,Alimentaire,kg,3409.9
Octobre 2022,saint-louis,Lait en poudre,D01,Alimentaire,kg,3501.4
2022-11-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3389.0
2022-12-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,"3294,9"
01/01/2023,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,3280.4
2023-02-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,3368.0
Mars 2023,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,3467.6
01/04/2023,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,"3611,0"
2023-05-01,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,"3735,3"
2023-06-01,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,"3725,5"
01/07/2023,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,"3846,3"
2023-08-01,saint-louis,Lait en poudre,D01,Alimentaire,kg,3703.5
2023-09-01,saint-louis,Lait en poudre,D01,Alimentaire,kg,"3732,7"
01/10/2023,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,3629.1
Novembre 2023,SAINT-LOUIS,Lait en poudre,D01,Alimentaire,kg,3505.8
01/12/2023,Saint-Louis ,Lait en poudre,D01,Alimentaire,kg,3435.5
2024-01-01,saint-louis,Lait en poudre,D01,Alimentaire,kg,3421.9
